id,category,level,kana,phrase,phrase_en,answer,group,explanation
256,いろはかるた（意味）,-,る,才能のある人はどんな環境でも力を発揮する,True talent shines anywhere,瑠璃も玻璃も照らせば光る,kids,-
257,いろはかるた（意味）,-,な,不運なときにさらに不幸が重なること,Misfortune never comes alone,泣きっ面に蜂,kids,-
258,いろはかるた（意味）,-,あ,わずかな知識で全て分かったつもりになること,Judging the whole from a tiny part,葦の髄から天井のぞく,kids,-
259,いろはかるた（意味）,-,か,何をされても平然としていること,Completely unfazed,蛙の面に水,kids,-
260,いろはかるた（意味）,-,わ,どんな人にもふさわしい相手がいるということ,Every pot has its lid,破れ鍋に綴じ蓋,kids,-
261,いろはかるた（意味）,-,を,年を取ったら若い者の意見に従うのがよい,Let the younger generation lead,老いては子に従え,kids,-
262,いろはかるた（意味）,-,ね,十分注意した上でさらに注意を重ねること,Double-check everything,念には念を入れよ,kids,-
263,いろはかるた（意味）,-,た,人は助け合って生きていくものだということ,Life is about helping each other,旅は道連れ世は情け,kids,-
264,いろはかるた（意味）,-,れ,忠告は耳に痛いが自分のためになる,Good medicine tastes bitter,良薬は口に苦し,kids,-
265,いろはかるた（意味）,-,そ,長男は大事に育てられ世間知らずになりがちだということ,The eldest son is often naive,総領の甚六,kids,-
266,いろはかるた（意味）,-,つ,似ているようで実際は大きな違いがある,Like night and day,月とすっぽん,kids,-
267,百人一首,-,あ,あきのたの かりほのいおの とまをあらみ わがころもでは つゆにぬれつつ,"In the autumn field, in the temporary hut's rough rush-mats, my sleeves are getting wet with dew.",わがころもでは つゆにぬれつつ,kids,-
268,百人一首,-,あ,あきかぜに たなびくくもの たえまより もれいづるつきの かげのさやけさ,"Through the rifts in the clouds trailing in the autumn wind, how clear the moonlight leaks out.",もれいづるつきの かげのさやけさ,kids,-
269,百人一首,-,あ,あしびきの やまどりのをの しだりをの ながながしよを ひとりかもねむ,"Must I sleep alone through the long, long night, like the long, trailing tail of the mountain pheasant?",ながながしよを ひとりかもねむ,kids,-
270,百人一首,-,あ,あまのはら ふりさけみれば かすがなる みかさのやまに いでしつきかも,"When I look out over the plain of heaven, is that the same moon that rose over Mount Mikasa in Kasuga?",みかさのやまに いでしつきかも,kids,-
271,百人一首,-,あ,あわれとも いうべきひとは おもほえで みのいたずらに なりぬべきかな,"Since there is no one who might feel pity for me, I suppose I shall just pass away in vain.",みのいたずらに なりぬべきかな,kids,-
272,百人一首,-,い,いまはただ おもひたえなむ とばかりを ひとづてならで いうよしもがな,Now I just want to give up my love; if only I could tell you this directly and not through others.,ひとづてならで いうよしもがな,kids,-
273,百人一首,-,い,いまこむと いいしばかりに ながつきの ありあけのつきを まちいでつるかな,"Just because you said 'I'll come soon', I have waited until the morning moon of the long month appeared.",ありあけのつきを まちいでつるかな,kids,-
274,百人一首,-,い,いろはにほへど ちりぬるを わがよたれぞ つねならむ,"Though flowers are fragrant, they will fall; in our world, who can remain forever?",わがよたれぞ つねならむ,kids,-
275,百人一首,-,い,いのちながくは かたみにあはず ひとりして ものおもふよぞ ながかりける,"If I live long, we might not meet again; the night I spend alone in thought is so very long.",ものおもふよぞ ながかりける,kids,-
276,百人一首,-,い,いにしへの ならのみやこの やへざくら けふここのへに にほひぬるかな,The eight-layered cherry blossoms of the ancient capital of Nara are fragrantly blooming today in the imperial palace.,けふここのへに にほひぬるかな,kids,-
277,百人一首,-,う,うかりける ひとをはつせの やまおろしよ はげしかれとは いのらぬものを,"O mountain wind of Hatsuse, I did not pray for you to be so harsh, though she is cold to me.",はげしかれとは いのらぬものを,kids,-
278,百人一首,-,う,うらみわび ほさぬそでだに あるものを こひにくちなむ なこそをしけれ,"I resent her and am weary; my sleeves never dry, and I fear my reputation will rot away in this love.",こひにくちなむ なこそをしけれ,kids,-
279,百人一首,-,え,えにしあらば あはむとぞおもふ いざさらば わがなとひとは わすれざらなむ,"If there is fate, I believe we shall meet; now farewell, and may you not forget my name.",わがなとひとは わすれざらなむ,kids,-
280,百人一首,-,お,おおえやま いくののみちの とおければ まだふみもみず あまのはしだて,The road to Ikuno over Mount Oe is so far that I have seen neither a letter nor Amanohashidate.,まだふみもみず あまのはしだて,kids,-
281,百人一首,-,お,おくやまに もみぢふみわけ なくしかの こゑきくときぞ あきはかなしき,"When I hear the voice of the stag crying as he steps through the maple leaves deep in the mountains, autumn is truly sad.",こゑきくときぞ あきはかなしき,kids,-
282,百人一首,-,か,かささぎの わたせるはしに おくしもの しろきをみれば よぞふけにける,"When I see the white frost on the bridge the magpies are said to have spread, I know the night has deepened.",しろきをみれば よぞふけにける,kids,-
283,百人一首,-,か,かぜをいたみ いはうつなみの おのれのみ くだけてものを おもふころかな,"Like the waves breaking against the rocks in the fierce wind, I alone am broken as I think of my love.",くだけてものを おもふころかな,kids,-
284,百人一首,-,き,きみがため はるののにいでて わかなつむ わがころもでに ゆきはふりつつ,"For your sake, I went out to the spring fields to pick young greens, while snow fell on my sleeves.",わがころもでに ゆきはふりつつ,kids,-
285,百人一首,-,き,きみがため をしからざりし いのちさへ ながくもがなと おもひけるかな,"For your sake, I did not value my life, but now I wish it would be long.",ながくもがなと おもひけるかな,kids,-
286,百人一首,-,く,くさもきも いろかはれども わたつみの なみのはなにぞ あきなかりける,"Though the colors of plants and trees change, there is no autumn in the flowers of the sea waves.",なみのはなにぞ あきなかりける,kids,-
287,百人一首,-,く,くれなゐに みづくくるとは ききしかど あきぞこのはに まじりけるかな,"I heard that the water is dyed crimson, but it seems autumn has mixed into the leaves.",あきぞこのはに まじりけるかな,kids,-
288,百人一首,-,こ,こころあてに をらばやをらむ はつしもの おきまどはせる しらぎくのはな,"If I were to pick them at random, I might pick the white chrysanthemums that the first frost has confused.",おきまどはせる しらぎくのはな,kids,-
289,百人一首,-,こ,このたびは ぬさもとりあへず たむけやま もみぢのにしき かみのまにまに,"At this time, I could not even bring an offering; let the gods take the brocade of maple leaves on Mount Tamuke.",もみぢのにしき かみのまにまに,kids,-
290,百人一首,-,さ,さびしさに やどをたちいでて ながむれば いづこもおなじ あきのゆふぐれ,"In my loneliness, I leave my house and look out; everywhere it is the same autumn evening.",いづこもおなじ あきのゆふぐれ,kids,-
291,百人一首,-,し,しのぶれど いろにいでにけり わがこひは ものやおもふと ひとのとふまで,"Though I try to hide it, my love shows in my face, until people ask if I am lost in thought.",ものやおもふと ひとのとふまで,kids,-
292,百人一首,-,す,すみのえの きしによるなみ よるさへや ゆめのかよひぢ ひとめよくらむ,"Like the waves approaching the shore of Suminoe, even at night do you avoid people's eyes on the dream path?",ゆめのかよひぢ ひとめよくらむ,kids,-
293,百人一首,-,せ,せをはやみ いはにせかるる たきがはの われてもすゑに あはむとぞおもふ,"Like the river current split by a rock in the rapids, though divided, I know we shall meet in the end.",われてもすゑに あはむとぞおもふ,kids,-
294,百人一首,-,そ,そらしらぬ ゆきふみわけて いでつるは ひとつのえだに つるをたづねて,"I went out treading through the snow I didn't know, seeking a vine on a single branch.",ひとつのえだに つるをたづねて,kids,-
295,百人一首,-,た,たごのうらに うちいでてみれば しろたへの ふじのたかねに ゆきはふりつつ,"When I go out to the shore of Tago and look, snow is falling on the white peak of Mount Fuji.",ふじのたかねに ゆきはふりつつ,kids,-
296,百人一首,-,ち,ちはやぶる かみよもきかず たつたがは からくれなゐに みづくくるとは,"Never heard of even in the age of the mighty gods, that the Tatsuta River is dyed in deep crimson.",からくれなゐに みづくくるとは,kids,-
297,百人一首,-,つ,つくばねの みねよりおつる みなのがは こひぞつもりて ふちとなりぬる,"Like the Minano River falling from the peak of Tsukubane, my love has accumulated and become a deep pool.",こひぞつもりて ふちとなりぬる,kids,-
298,百人一首,-,て,てふことも いまはむかしに なりぬれば たがためにかは なにかうらみむ,"Since even that has become a thing of the past, for whose sake should I hold any resentment?",たがためにかは なにかうらみむ,kids,-
299,百人一首,-,と,ともしびを かきたつるまも なつかしき いづれのよひに みえぬまにまに,"Even while trimming the lamp, I miss you; on which evening did I not see you?",いづれのよひに みえぬまにまに,kids,-
300,百人一首,-,な,ながからむ こころもしらず くろかみの みだれてけさは ものをこそおもへ,"Uncertain of how long his heart will stay,my black hair lies in disarray this morning and so, I am lost in troubled thoughts.",みだれてけさは ものをこそおもへ,kids,-
301,百人一首,-,に,にしきなる ふくろにいれて いはざかり いづれのやまを こえぬとぞおもふ,I put it in a brocade bag; I wonder which mountain it crossed in its peak of silence.,いづれのやまを こえぬとぞおもふ,kids,-
302,百人一首,-,ぬ,ぬさもとりあへず たむけやま もみぢのにしき かみのまにまに,I could not even bring an offering; let the gods take the brocade of maple leaves on Mount Tamuke.,もみぢのにしき かみのまにまに,kids,-
303,百人一首,-,ね,ねがはくは はなのしたにて はるしなむ そのきさらぎの もちづきのころ,"My wish is to die in spring under the flowers, around the time of the full moon in the second month.",そのきさらぎの もちづきのころ,kids,-
304,百人一首,-,の,のちのよを おもへばかろし ほととぎす あかつきかけて なきつるものを,"Thinking of the afterlife makes it seem light, while the cuckoo cries toward the dawn.",あかつきかけて なきつるものを,kids,-
305,百人一首,-,は,はるすぎて なつきにけらし しろたへの ころもほすてふ あまのかぐやま,Spring has passed and summer seems to have come; white robes are said to be dried on the heavenly Mount Kagu.,ころもほすてふ あまのかぐやま,kids,-
306,百人一首,-,ひ,ひさかたの ひかりのどけき はるのひに しづこころなく はなのちるらむ,"On this spring day when the light is so calm, why do the cherry blossoms scatter with such unquiet hearts?",しづこころなく はなのちるらむ,kids,-
307,百人一首,-,ふ,ふくからに あきのくさきの しをるれば むべやまかぜを あらしといふらむ,"Since the autumn plants and trees wither as soon as it blows, it is no wonder the mountain wind is called a storm.",むべやまかぜを あらしといふらむ,kids,-
308,百人一首,-,へ,へにける いくよをかさね たまづさの ふみをひらけば こひぞつもりぬる,"As I open the letter after many passing nights, my love has truly accumulated.",ふみをひらけば こひぞつもりぬる,kids,-
309,百人一首,-,ほ,ほととぎす なきつるかたを ながむれば ただありあけの つきぞのこれる,"When I look toward where the cuckoo cried, only the morning moon remains.",ただありあけの つきぞのこれる,kids,-
310,百人一首,-,ま,まつとしき たかしのはまの あまごろも ぬれにぞぬれし いろはかはらず,"Waiting on the beach of Takashi, the fisher's robe got soaked and soaked, but its color remained unchanged.",ぬれにぞぬれし いろはかはらず,kids,-
311,百人一首,-,み,みかのはら わきてながるる いづみがは いつみきとてか こひしかるらむ,"Like the Izumi River flowing through the plain of Mika, when did I see you that I should love you so?",いつみきとてか こひしかるらむ,kids,-
312,百人一首,-,む,むらさめの つゆもまだひぬ まきのはに きりたちのぼる あきのゆふぐれ,"Before the dew of the passing shower has dried on the fir leaves, the mist rises on an autumn evening.",きりたちのぼる あきのゆふぐれ,kids,-
313,百人一首,-,め,めぐりあひて みしやそれとも わかぬまに くもがくれにし よはのつきかな,"Meeting by chance, before I could even tell if it was you, you were hidden by clouds like the midnight moon.",くもがくれにし よはのつきかな,kids,-
314,百人一首,-,も,ももしきや ふるきのきばの しのぶにも なほあまりある むかしなりけり,"In the palace, even the ferns on the old eaves make me yearn for the past more than I can bear.",なほあまりある むかしなりけり,kids,-
315,百人一首,-,や,やすらはで ねなましものを さよふけて かたぶくまでの つきをみしかな,I should have gone to sleep without waiting; I watched the moon until it began to sink late at night.,かたぶくまでの つきをみしかな,kids,-
316,百人一首,-,ゆ,ゆらのとを わたるふなびと かぢをたえ ゆくへもしらぬ こひのみちかな,"Like a mariner crossing the Yura Strait with a lost oar, I know not where the path of my love leads.",ゆくへもしらぬ こひのみちかな,kids,-
317,百人一首,-,よ,よをこめて とりのそらねは はかるとも よにあふさかの せきはゆるさじ,"Though you try to deceive with a bird's false cry in the dead of night, the gate of Osaka shall not let you pass.",よにあふさかの せきはゆるさじ,kids,-
318,百人一首,-,ら,らいしやうの いのちのはてを しらぬまに けふをかぎりと おもひけるかな,"Not knowing the end of my life in the next world, I thought today would be the limit.",けふをかぎりと おもひけるかな,kids,-
319,百人一首,-,り,りくかぜの さむきにたへて みちのくの しのぶもぢずり たれゆゑにけむ,"Enduring the cold land wind, for whose sake was the tangled print of Michinoku's Shinobu?",しのぶもぢずり たれゆゑにけむ,kids,-
320,百人一首,-,る,るりのつぼ いづれのひとも すむらむと こころをかけし いろはみえず,"In the lapis lazuli jar where everyone might live, I cannot see the colors I set my heart on.",こころをかけし いろはみえず,kids,-
321,百人一首,-,れ,れいよりも こころをつくせ さくらばな ちりぬるのちも にほひをこそ,"Exert your heart more than usual, cherry blossoms; even after you fall, leave your fragrance.",ちりぬるのちも にほひをこそ,kids,-
322,百人一首,-,ろ,ろばたにて こまをつなぎて みるほどに はなぞちりける さくらかな,"While tethering my horse by the roadside, the cherry blossoms were scattering.",はなぞちりける さくらかな,kids,-
323,百人一首,-,わ,わたのはら やそしまかけて こぎいでぬと ひとにはつげよ あまのつりぶね,"Tell the people that I have rowed out over the wide sea toward the many islands, O fisher's boat.",ひとにはつげよ あまのつりぶね,kids,-
324,百人一首,-,を,をぐらやま みねのもみぢば こころあらば いまひとたびの みゆきまたなむ,"O maple leaves on the peak of Mount Ogura, if you have a heart, wait for one more imperial visit.",いまひとたびの みゆきまたなむ,kids,-
325,百人一首,-,ん,んにゃくにしゅう つねのことばを うたにして こころをつたふ みちぞたふとき,"Turning ordinary words into songs to convey the heart, the path is truly noble.",こころをつたふ みちぞたふとき,kids,-
326,大ピンチずかん,92,た,たからものいれが　あかない,I can't open treasure box.,-,kids,-
327,大ピンチずかん,1,が,がむを　のんだ,I swallowed gum.,-,kids,-
400,しょうがっこうかるた,-,あ,あさきたら あいさつしよう げんきよく,"When morning comes, greet cheerfully.",-,kids,-
401,しょうがっこうかるた,-,い,いねむりは たいちょうくずす はじまりだ,Dozing off is the start of feeling unwell.,-,kids,-
402,しょうがっこうかるた,-,う,うんどうで からだをきたえ よくねよう,Exercise your body and sleep well.,-,kids,-
403,しょうがっこうかるた,-,え,えがおでね すごせばみんな うれしいよ,"If you spend time smiling, everyone is happy.",-,kids,-
404,しょうがっこうかるた,-,お,おはようと げんきなこえで あいさつだ,Say good morning with a cheerful voice.,-,kids,-
405,しょうがっこうかるた,-,か,かさをさし あめのひだって たのしいよ,Even rainy days can be fun with an umbrella.,-,kids,-
406,しょうがっこうかるた,-,き,きちんとね つかったあとは かたづけよう,"After using things, tidy them properly.",-,kids,-
407,しょうがっこうかるた,-,く,くつぬいで そろえておけば きもちいい,Take off and line up your shoes neatly.,-,kids,-
408,しょうがっこうかるた,-,け,けいさんは あせらずゆっくり かくにんだ,Do calculations calmly and check carefully.,-,kids,-
409,しょうがっこうかるた,-,こ,こころには あんぜんまもる やくそくだ,Keep safety rules in your heart.,-,kids,-
410,しょうがっこうかるた,-,さ,さくらさく にゅうがくきせつ はるがきた,Cherry blossoms bloom—spring and school begin.,-,kids,-
411,しょうがっこうかるた,-,し,しゃべらずに どうろをあるこう あぶないよ,Walk quietly on roads—it’s dangerous otherwise.,-,kids,-
412,しょうがっこうかるた,-,す,すきなもの ちゃんとえらんで たいせつに,Choose what you like and value it.,-,kids,-
413,しょうがっこうかるた,-,せ,せいりして つかえばいつも きもちいい,Keep things organized and feel good.,-,kids,-
414,しょうがっこうかるた,-,そ,そうじして みんなできれいに しようね,Let’s all clean and make it neat.,-,kids,-
415,しょうがっこうかるた,-,た,たのしいね みんなであそぶと えがおさく,Playing together brings smiles.,-,kids,-
416,しょうがっこうかるた,-,ち,ちいさくても ルールまもれば りっぱだよ,Even small acts matter if you follow rules.,-,kids,-
417,しょうがっこうかるた,-,つ,つかうもの たいせつにして ながくつかう,Take care of things and use them long.,-,kids,-
418,しょうがっこうかるた,-,て,てをあらい きれいにすれば びょうきよぼう,Wash your hands to prevent illness.,-,kids,-
419,しょうがっこうかるた,-,と,ともだちと なかよくすごす がっこうだ,School is for getting along with friends.,-,kids,-
420,しょうがっこうかるた,-,な,なかよくね けんかしないで すごそうよ,Let’s get along without fighting.,-,kids,-
421,しょうがっこうかるた,-,に,にこにこと えがおであいさつ きもちいい,Smiling greetings feel good.,-,kids,-
422,しょうがっこうかるた,-,ぬ,ぬいだくつ そろえておけば きれいだね,Neatly arranged shoes look nice.,-,kids,-
423,しょうがっこうかるた,-,ね,ねるまえに あしたのじゅんび しておこう,Prepare for tomorrow before sleeping.,-,kids,-
424,しょうがっこうかるた,-,の,のこさずに きゅうしょくたべて げんきだよ,Eat your lunch fully to stay healthy.,-,kids,-
425,しょうがっこうかるた,-,は,はやおきで こころもからだも げんきだよ,Waking early keeps you healthy.,-,kids,-
426,しょうがっこうかるた,-,ひ,ひとりでも できることから がんばろう,"Do what you can, even alone.",-,kids,-
427,しょうがっこうかるた,-,ふ,ふざけずに じゅぎょううけよう しっかりと,Take class seriously without fooling around.,-,kids,-
428,しょうがっこうかるた,-,へ,へやのなか きれいにすれば きもちいい,A clean room feels nice.,-,kids,-
429,しょうがっこうかるた,-,ほ,ほんをよみ こころをそだて かしこくね,Read books to grow your mind.,-,kids,-
430,しょうがっこうかるた,-,ま,まいにちを たいせつにして すごそうね,Cherish each day.,-,kids,-
431,しょうがっこうかるた,-,み,みんなでね ちからをあわせ がんばろう,Let’s work together.,-,kids,-
432,しょうがっこうかるた,-,む,むりしない じぶんのペースで すすもうね,Go at your own pace.,-,kids,-
433,しょうがっこうかるた,-,め,めあてもち がくしゅうすれば ちからつく,Study with goals to improve.,-,kids,-
434,しょうがっこうかるた,-,も,ものはね たいせつにして つかおうね,Take care of your belongings.,-,kids,-
435,しょうがっこうかるた,-,や,やくそくを まもればみんな しんらいだ,Keeping promises builds trust.,-,kids,-
436,しょうがっこうかるた,-,ゆ,ゆっくりと あせらずいこう だいじょうぶ,"Take it slow, no need to rush.",-,kids,-
437,しょうがっこうかるた,-,よ,よるふかし しないでねむろう はやめにね,"Don’t stay up late, sleep early.",-,kids,-
438,しょうがっこうかるた,-,ら,らくがきは してはいけない たいせつに,Don’t scribble—respect things.,-,kids,-
439,しょうがっこうかるた,-,り,りゆうある こうどうすれば せいちょうだ,Act with purpose to grow.,-,kids,-
440,しょうがっこうかるた,-,る,ルールまもり みんながたのしく すごせるよ,Follow rules so everyone enjoys.,-,kids,-
441,しょうがっこうかるた,-,れ,れいぎよく あいさつできる いいこだね,Polite greetings are great.,-,kids,-
442,しょうがっこうかるた,-,ろ,ろうかでは はしらずあるこう あんぜんに,Walk in hallways safely.,-,kids,-
443,しょうがっこうかるた,-,わ,わすれもの しないようにね かくにんだ,Check so you don’t forget things.,-,kids,-
444,しょうがっこうかるた,-,し,しゅくだいを きちんとやろう わすれずに,Do your homework properly without forgetting.,-,kids,-
445,しょうがっこうかるた,-,さ,さんかんび パパやママは みてるかな,"On open school day, I wonder if mom and dad are watching.",-,kids,-
1001,HTTP大ピンチ,10,2,祈るように送ったリクエストがちゃんと成功で返ってきた,"I sent the request nervously, and it actually succeeded.",200 OK,engineer,-
1002,HTTP大ピンチ,15,2,新規登録ボタンを押したらきちんと新しいデータが生まれた,"I clicked the register button, and a brand-new record was created.",201 Created,engineer,-
1003,HTTP大ピンチ,20,2,削除ボタンを押したら成功なのに画面には何も表示されない,"I clicked delete, and it succeeded but nothing came back.",204 No Content,engineer,-
1004,HTTP大ピンチ,21,3,昔のURLを開いたらもう新しい住所に引っ越していた,"I opened the old URL, and it had permanently moved house.",301 Moved Permanently,engineer,-
1005,HTTP大ピンチ,25,3,ログイン後だけいつも知らないページに飛ばされる,"Only after logging in, I always get redirected elsewhere, but only for now.",302 Found,engineer,-
1006,HTTP大ピンチ,26,3,更新したつもりがキャッシュのままだと言われた,"I tried to refresh it, but I was told nothing had changed since last time.",304 Not Modified,engineer,-
1007,HTTP大ピンチ,16,4,送ったデータの形がそもそも変だったらしい,Apparently the data I sent was malformed from the start.,400 Bad Request,engineer,-
1008,HTTP大ピンチ,17,4,ログインすらしていないのに画面を見ようとした,I tried to view the page without even logging in.,401 Unauthorized,engineer,-
1009,HTTP大ピンチ,22,4,ログインはできたのにその先には入れてもらえない,"I was logged in, but still not allowed past this point.",403 Forbidden,engineer,-
1010,HTTP大ピンチ,11,4,そのページはもうどこにも存在しないらしい,Apparently that page doesn't exist anywhere.,404 Not Found,engineer,-
1011,HTTP大ピンチ,27,4,GETでアクセスしたらここはPOST専用だと言われた,"I accessed it with GET, but apparently only POST is allowed here.",405 Method Not Allowed,engineer,-
1012,HTTP大ピンチ,28,4,返事を待ち続けたけど間に合わなかった,"I kept waiting for a reply, but it never came in time.",408 Request Timeout,engineer,-
1013,HTTP大ピンチ,31,4,同時に更新したらお互いの内容がぶつかった,"Two updates happened at once, and they collided.",409 Conflict,engineer,-
1014,HTTP大ピンチ,32,4,前はたしかにあったのにもう永遠に戻ってこないらしい,"It definitely used to be here, but now it's gone for good.",410 Gone,engineer,-
1015,HTTP大ピンチ,29,4,大きすぎる画像を送ったら受け取ってもらえなかった,"I tried sending too large a file, and it got rejected.",413 Payload Too Large,engineer,-
1016,HTTP大ピンチ,30,4,送ったファイルの形式がそもそも対応していないらしい,The file format I sent apparently isn't supported at all.,415 Unsupported Media Type,engineer,-
1017,HTTP大ピンチ,33,4,形式は合っているのに内容がおかしいと突き返された,"The format was fine, but the content itself got rejected.",422 Unprocessable Entity,engineer,-
1018,HTTP大ピンチ,36,4,焦って何度も送ったらしばらく待つよう言われた,I sent too many requests in a panic and got told to slow down.,429 Too Many Requests,engineer,-
1019,HTTP大ピンチ,18,5,サーバーの中でなにか予想外のことが起きたらしい,Something unexpected happened deep inside the server.,500 Internal Server Error,engineer,-
1020,HTTP大ピンチ,34,5,そんな機能はサーバーがそもそも知らないと言われた,The server said it has no idea what that feature even is.,501 Not Implemented,engineer,-
1021,HTTP大ピンチ,37,5,問い合わせた先のサーバーからおかしな返事が来た,The upstream server sent back a broken reply.,502 Bad Gateway,engineer,-
1022,HTTP大ピンチ,35,5,今だけサーバーが対応できないと断られた,The server said it just can't handle anything right now.,503 Service Unavailable,engineer,-
1023,HTTP大ピンチ,38,5,問い合わせた先からの返事がいつまでも来なかった,The upstream server never replied in time.,504 Gateway Timeout,engineer,-
1101,Linuxコマンドかるた,-,L,ディレクトリ一覧を表示する,Display a list of directory contents.,ls,engineer,-
1102,Linuxコマンドかるた,-,P,現在のディレクトリを表示する,Display the current directory.,pwd,engineer,-
1103,Linuxコマンドかるた,-,C,ディレクトリを移動する,Change the current directory.,cd,engineer,-
1104,Linuxコマンドかるた,-,M,新しいディレクトリを作成する,Create a new directory.,mkdir,engineer,-
1105,Linuxコマンドかるた,-,R,空のディレクトリを削除する,Remove an empty directory.,rmdir,engineer,-
1106,Linuxコマンドかるた,-,R,ファイルを削除する,Delete a file.,rm,engineer,-
1107,Linuxコマンドかるた,-,C,ファイルをコピーする,Copy a file.,cp,engineer,-
1108,Linuxコマンドかるた,-,M,ファイルを移動する、または名前を変更する,Move or rename a file.,mv,engineer,-
1109,Linuxコマンドかるた,-,T,空のファイルを作成する、タイムスタンプを更新する,Create an empty file or update its timestamp.,touch,engineer,-
1110,Linuxコマンドかるた,-,C,ファイルの内容を表示する,Display the contents of a file.,cat,engineer,-
1111,Linuxコマンドかるた,-,F,ファイルを検索する,Search for files.,find,engineer,-
1112,Linuxコマンドかるた,-,G,ファイルの中から文字列を検索する,Search for a string within files.,grep,engineer,-
1113,Linuxコマンドかるた,-,C,ファイルの権限を変更する,Change file permissions.,chmod,engineer,-
1114,Linuxコマンドかるた,-,C,ファイルの所有者を変更する,Change file ownership.,chown,engineer,-
1115,Linuxコマンドかるた,-,P,実行中のプロセスを表示する,Display running processes.,ps,engineer,-
1116,Linuxコマンドかるた,-,K,プロセスを終了させる,Terminate a process.,kill,engineer,-
1117,Linuxコマンドかるた,-,T,システムのリソース使用状況をリアルタイムで表示する,Display real-time system resource usage.,top,engineer,-
1118,Linuxコマンドかるた,-,D,ディスクの空き容量を表示する,Display free disk space.,df,engineer,-
1119,Linuxコマンドかるた,-,D,ファイルやディレクトリのサイズを表示する,Display the size of files or directories.,du,engineer,-
1120,Linuxコマンドかるた,-,T,複数のファイルをひとつにまとめて圧縮・展開する,Archive or extract multiple files.,tar,engineer,-
1121,Linuxコマンドかるた,-,S,別のサーバーにリモートでログインする,Log in to a remote server.,ssh,engineer,-
1122,Linuxコマンドかるた,-,S,サーバー間でファイルを安全にコピーする,Securely copy files between servers.,scp,engineer,-
1123,Linuxコマンドかるた,-,C,URLを指定してデータを送受信する,Transfer data to or from a URL.,curl,engineer,-
1124,Linuxコマンドかるた,-,W,URLからファイルをダウンロードする,Download a file from a URL.,wget,engineer,-
1125,Linuxコマンドかるた,-,M,コマンドの使い方を調べる,Look up how to use a command.,man,engineer,-
1126,Linuxコマンドかるた,-,H,これまでに実行したコマンドの履歴を表示する,Display the history of executed commands.,history,engineer,-
1127,Linuxコマンドかるた,-,E,文字列を画面に出力する,Print a string to the screen.,echo,engineer,-
1128,Linuxコマンドかるた,-,L,ファイルの内容をスクロールしながら表示する,View a file's contents one screen at a time.,less,engineer,-
1129,Linuxコマンドかるた,-,H,ファイルの先頭部分を表示する,Display the beginning of a file.,head,engineer,-
1130,Linuxコマンドかるた,-,T,ファイルの末尾部分を表示する,Display the end of a file.,tail,engineer,-
1131,Linuxコマンドかるた,-,S,行を並び替える,Sort lines of text.,sort,engineer,-
1132,Linuxコマンドかるた,-,U,重複する行を取り除く,Remove duplicate adjacent lines.,uniq,engineer,-
1133,Linuxコマンドかるた,-,W,行数や単語数、文字数を数える,"Count lines, words, and characters.",wc,engineer,-
1134,Linuxコマンドかるた,-,L,ファイルのリンクを作成する,Create a link to a file.,ln,engineer,-
1135,Linuxコマンドかるた,-,A,コマンドに別名をつける,Define a shortcut name for a command.,alias,engineer,-
1136,Linuxコマンドかるた,-,E,環境変数を設定する,Set an environment variable.,export,engineer,-
1137,Linuxコマンドかるた,-,S,管理者権限でコマンドを実行する,Run a command with administrator privileges.,sudo,engineer,-
1138,Linuxコマンドかるた,-,W,コマンドの実行ファイルの場所を調べる,Find the location of a command's executable.,which,engineer,-
1139,Linuxコマンドかるた,-,W,現在ログインしているユーザー名を表示する,Display the current logged-in user name.,whoami,engineer,-
1140,Linuxコマンドかるた,-,H,コンピュータのホスト名を表示する,Display the computer's host name.,hostname,engineer,-
1201,Git大ピンチ,10,I,「まずpushして」と言われたけどGitを始めてもいなかった,You were told to push before initializing Git.,git init,engineer,そもそもそのディレクトリがGitリポジトリになっていなければpushもできない。まず「git init」でGit管理を開始する必要がある。
1202,Git大ピンチ,11,C,URLだけ渡されて「触っといて」と言われた,You only received a repository URL.,git clone,engineer,既存のリモートリポジトリのURLから、手元にまるごと複製して作業を始めるのが「git clone」。
1203,Git大ピンチ,12,S,コミットしたつもりが「nothing to commit」だった,"You thought you committed, but nothing happened.",git status → git add → git commit,engineer,変更した内容がステージング（コミット対象への登録）されていないと「nothing to commit」と表示される。「git status」で状態を確認し、「git add」でステージしてから「git commit」する必要がある。
1204,Git大ピンチ,15,D,レビューで「何を変更したの？」と聞かれ固まった,Someone asked what changed.,git diff,engineer,変更前後の差分を具体的に示すのが「git diff」。これを確認していれば、何を変更したのかすぐに説明できる。
1205,Git大ピンチ,28,L,昨日から壊れてるらしい。いつ壊した？,The bug appeared yesterday. Which commit caused it?,git log,engineer,これまでのコミットの履歴を時系列で確認できるのが「git log」。いつどんな変更が入ったかを遡って調べられる。
1206,Git大ピンチ,16,B,mainで直接開発していたことに気付いた,You accidentally developed on main.,git switch -c,engineer,mainブランチで直接作業を続けるのは危険なため、気付いた時点で「git switch -c」により新しい作業用ブランチを作って切り替えるべき。
1207,Git大ピンチ,20,M,レビューOK！でも取り込み方が分からない,The PR was approved. Now what?,git merge,engineer,レビューが通ったブランチの変更を、別のブランチ（main等）へ取り込むのが「git merge」。
